2018,Neighborhood (Community District),Manhattan, Stuyvesant Town and Turtle Bay (CD6),106,Daytime Summer Surface Temperature,97.4,
2018,Neighborhood (Community District),Brooklyn, Sunset Park (CD7),307,Daytime Summer Surface Temperature,96.48,
2018,Neighborhood (Community District),Bronx, Throgs Neck and Co-op City (CD10),210,Daytime Summer Surface Temperature,97.06,
2018,Neighborhood (Community District),Staten Island, Tottenville and Great Kills (CD3),503,Daytime Summer Surface Temperature,95.14,
2018,Neighborhood (Community District),Manhattan, Upper East Side (CD8),108,Daytime Summer Surface Temperature,96.5,
2018,Neighborhood (Community District),Manhattan, Upper West Side (CD7),107,Daytime Summer Surface Temperature,95.62,
2018,Neighborhood (Community District),Manhattan, Washington Heights and Inwood (CD12),112,Daytime Summer Surface Temperature,93.73,
2018,Neighborhood (Community District),Bronx, Williamsbridge and Baychester (CD12),212,Daytime Summer Surface Temperature,98.33,
2018,Neighborhood (Community District),Queens, Woodside and Sunnyside (CD2),402,Daytime Summer Surface Temperature,100.02,
,,,,,,,
Name:Daytime Summer Surface Temperature,Measure:Degrees Fahrenheit,How Calculated:<p>Daytime landsat thermal data on surface July 17 2018 averaged spatially.</p>,Source(s):U. S. Geological Survey,Year:2018,,,
,,,,,,,
NYC Department of Health and Mental Hygiene,,,,,,,
Environment & Health Data Portal,,,,,,,
More information can be found at: http://nyc.gov/health/tracking,,,,,,,
Accessed 05/19/2021,,,,,,,
